source_id,comment_text,target_id,created_at
yuhGL8cCi,悲剧的一个国家~,yuhafflpv,2012-07-26 23:08:18
yuhGke0b7,最后一句亮了没？,yuhafflpv,2012-07-26 23:07:16
yuhFYDhjS,[汗],yuhafflpv,2012-07-26 23:06:26
yuhFXtSz8,朝鲜劳改营,yuhh47Vc1,2012-07-26 23:06:23
yuhFf8ymm,伦敦糗事不断啊,yuhafflpv,2012-07-26 23:04:35
yuhDFCsOd,太敏感了吧！怪不得。要是我们的彭总是朝鲜人的话，当年见到朝鲜劳动党党首金日成先生见面时说的问候语不早就拉出去毙了。,yuhafflpv,2012-07-26 23:00:45
yuhDF1Jaf,不太好的地方。。。。。[挖鼻屎],yuhafflpv,2012-07-26 23:00:44
yuhDdxO36,可惜这些姑娘去挖煤糟踏了,yuhafflpv,2012-07-26 22:59:38
yuhCKhlFn,这不给朝鲜人民添堵嘛思密达,yuhafflpv,2012-07-26 22:58:29
yuhCHCxOY,又挖煤么？,yuhafflpv,2012-07-26 22:58:22
yuhC6pjlt,我觉得是故意的吧,yuhafflpv,2012-07-26 22:56:53
yuhBSx0em,朝鲜比赛，韩国国旗。。。,yuhafflpv,2012-07-26 22:56:17
yuhBjmLhu,[衰],yuhbOt0gO,2012-07-26 22:54:53
yuhA9xmMX,上国旗是导播的事儿吗？~,yuhafflpv,2012-07-26 22:52:03
yuhA9gRP4,“如没罢赛抗议，那她们回国可能会被带到一个不太好的地方。”,yuhafflpv,2012-07-26 22:52:05
yuhzmd7Ne,看过王二心的人表示一点都不震惊[挖鼻屎],yuhafflpv,2012-07-26 22:50:07
yuhyLhr6q,朝鲜人民愤怒了！”#”,yuhafflpv,2012-07-26 22:48:36
yuhyovVJC,应该抵制，都回国去,yuhafflpv,2012-07-26 22:47:43
yuhymsORI,建议退出奥运！,yuhafflpv,2012-07-26 22:47:40
yuhxPkuK0,中国政府应该也愤怒了，打狗还得看主人。,yuhafflpv,2012-07-26 22:46:21
yuhx3atF1,当然要抗议！,yuhafflpv,2012-07-26 22:44:26
yuhwmCviZ,"""如没罢赛抗议，那她们回国可能会被带到一个不太好的地方。” 带起切挖矿",yuhafflpv,2012-07-26 22:42:45
yuhw7gwyx,很关心会被带到一什么地方。。。,yuhafflpv,2012-07-26 22:42:08
yuhvZ23yT,想知道，这是哪个年代的中国。。,yuhafflpv,2012-07-26 22:41:48
yuhvZ06sq,开玩笑，挂错旗还偏偏挂上的是韩国国旗，当朝鲜是傻子。,yuhafflpv,2012-07-26 22:41:48
yuhvWDUg8,这下不好了,yuhmAz1yS,2012-07-26 22:41:40
yuhviaADg,诶 本身就对奥林匹克运动会所以倡导和平啊 友谊什么都的都相违背了 既然已经站在奥林匹克的舞台上 是不是能试着将所谓的敌对而放下 16天比15多1比30少14 短短的两个多星期 所谓的和平到哪里去了。。。,yuhafflpv,2012-07-26 22:40:06
yuhurvGDn,最后一句话亮了！,yuhafflpv,2012-07-26 22:37:59
yuhtY1MaP,带到一个不太好的地方哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,yuhafflpv,2012-07-26 22:36:48
yuhtouYpX,要是大陆代表团碰到五星红旗变成青天白日旗的话也会罢赛的吧。。。,yuhafflpv,2012-07-26 22:35:26
yuhtamKeQ,我觉得这事是故意的，该好好调查下,yuhafflpv,2012-07-26 22:34:52
yuht26kmn,“不太好的地方”......,yuhsbvlgj,2012-07-26 22:34:32
yuhsgds6W,不太好的地方 - -,yuhafflpv,2012-07-26 22:32:38
yuhsbvlgj,7月份朝鲜的黑市大米价格涨了37%,yuhc3d0Sj,2012-07-26 22:32:27
yuhrPCnd9,挖煤[嘻嘻],yuhafflpv,2012-07-26 22:31:32
yuhrKhnXb,什么叫不太好的地方。。,yuhafflpv,2012-07-26 22:31:22
yuhrw6oZe,又去矿山？,yuhafflpv,2012-07-26 22:30:45
yuhr0eCVt,英国奥委会太失败了！[弱],yuhafflpv,2012-07-26 22:29:33
yuhqLaeCn,又多几个挖煤的。,yuhafflpv,2012-07-26 22:28:56
yuhpZyWM7,英国奥委会没说是请的临时工吗',yuhafflpv,2012-07-26 22:27:03
yuhpXcIqf,人间正道是苍桑[浮云],yuhafflpv,2012-07-26 22:26:58
yuhpA7OCW,难道跟挖煤神器有关[哈哈],yuhafflpv,2012-07-26 22:26:01
yuhpeyo7i,又是国家利益大于......,yuhafflpv,2012-07-26 22:25:11
yuhp7cJnx,我以为是窑子什么的。[偷笑],yuhlax1fM,2012-07-26 22:24:53
yuhp3Ed0n,女的也要去挖煤吗？[泪],yuhafflpv,2012-07-26 22:24:42
yuhoMe7ko,是不是被带到煤矿去呢[熊猫],yuhafflpv,2012-07-26 22:24:00
yuhoksaGA,搞他们,yuhafflpv,2012-07-26 22:22:56
yuhohuOwU,穷总会被忽视的。朝鲜政治也太黑了吧！,yuhafflpv,2012-07-26 22:22:48
yuhocpPBb,奥运号外之一,yuhafflpv,2012-07-26 22:22:39
yuho04JwW,他们也有劝退啊？,yuhafflpv,2012-07-26 22:22:08
yuhnJaCoM,那张人民鲁尼墨里擦黑哭错乌拉毫无ps痕迹的图出现在眼前了,yuhdWhXV6,2012-07-26 22:21:28
yuhnf6clV,换了谁也要怒，英国人还有脸说自己严谨[鄙视],yuhafflpv,2012-07-26 22:20:16
yuhmKBW6f,伦敦，拿什么拯救你？,yuhafflpv,2012-07-26 22:19:04
yuhmAz1yS,壮哉我北韩挖煤党！,yuhafflpv,2012-07-26 22:18:37
yuhmz817T,我只看到最后一句。。,yuhafflpv,2012-07-26 22:18:36
yuhmsBFiW,挖煤去吧～[奥特曼][奥特曼],yuhafflpv,2012-07-26 22:18:18
yuhmot7j8,煤矿欢迎你,yuhafflpv,2012-07-26 22:18:09
yuhlMlzHO,伦敦没有临时工啊！,yuhafflpv,2012-07-26 22:16:38
yuhlEmLut,我也怒了！,yuhafflpv,2012-07-26 22:16:18
yuhlDdj8Q,又去挖煤么=ω=,yuhafflpv,2012-07-26 22:16:18
yuhlax1fM,[黑线][黑线]矿工,yuhkAbHrc,2012-07-26 22:15:10
yuhkE1erX,我觉得这是成心的⋯⋯,yuhafflpv,2012-07-26 22:13:49
yuhkAbHrc,不太好的地方是哪里？,yuhafflpv,2012-07-26 22:13:43
yuhktEnot,这个必须抗议 怎么不出现柬埔寨的国旗 偏偏是最不该出现的 凑巧是韩国国旗的概率有多小？ 这就是在侮辱一个国家,yuhafflpv,2012-07-26 22:13:28
yuhkmjw10,我真的猜对了，说不定就是挖煤……,yuhafflpv,2012-07-26 22:13:11
yuhk4y4bD,[生病]以后不敢再乱说话了，不然可能会被带到一个不太好的地方。,yuhafflpv,2012-07-26 22:12:28
yuhjG3xsj,前年幸亏没有出国旗！,yuhha1tHC,2012-07-26 22:11:29
yuhjvF4Wn,不错'朝鲜不是想统一吗'旗帜一换就统一了,yuhafflpv,2012-07-26 22:11:05
yuhiQBHga,咁大型嘅赛事真喺太唔小心啦，不过最后果句体现朝鲜政治,yuhafflpv,2012-07-26 22:09:27
yuhiKqDwr,这是必须的，也是应该的．不晓得那个朝鲜半岛问题专家脑子是不是进水了！,yuhafflpv,2012-07-26 22:09:12
yuhiJw8yy,这都能错？,yuhafflpv,2012-07-26 22:09:10
yuhiHqZ9h,奥委会是太不小心拉，你一不小心人家就要去挖煤矿了！,yuhafflpv,2012-07-26 22:09:05
yuhirbV5J,我能说这其实是丫故意的么！换做是谁都要愤怒啊！,yuhafflpv,2012-07-26 22:08:26
yuhinnrlc,最后一句话什么意思[bed凌乱],yuhafflpv,2012-07-26 22:08:16
yuhif6TL5,肯定被送去挖煤,yuhafflpv,2012-07-26 22:07:57
yuhi3Aj5T,元帅应该派人去暗杀,yuhafflpv,2012-07-26 22:07:30
yuhhYg2cN,我都觉…,yuhc8i6Y3,2012-07-26 22:07:17
yuhhIBdFS,原来抗议是政治任务,yuhafflpv,2012-07-26 22:06:41
yuhhF1UMZ,后面两句，有好有问题,yuhafflpv,2012-07-26 22:06:31
yuhhpF3lC,只能说腐国人真是开了个国际玩笑[晕],yuhafflpv,2012-07-26 22:05:54
yuhhmFe6f,最后一句是亮点。。[哈哈],yuhafflpv,2012-07-26 22:05:48
yuhhlwQyH,最后一句不是人话,yuhafflpv,2012-07-26 22:05:45
yuhhf2VWo,[黑线]要带去小黑屋嘛……,yuhgpkyO0,2012-07-26 22:05:29
yuhhc5A62,[晕][晕][晕][汗][汗],yuhafflpv,2012-07-26 22:05:23
yuhha1tHC,那是大冤案啊。[泪]是组委会之罪啊。,yuhgltXja,2012-07-26 22:05:17
yuhh747zY,存心捣乱不可思议,yuhafflpv,2012-07-26 22:05:07
yuhh47Vc1,不太好的地方。。。。。是边度,yuhafflpv,2012-07-26 22:04:59
yuhgZmUyl,被带到一个不太好的地方……[吃惊],yuhafflpv,2012-07-26 22:04:49
yuhgM7hvw,[汗]“如没罢赛抗议，那她们回国可能会被带到一个不太好的地方。”,yuhbHFVZa,2012-07-26 22:04:18
yuhgIfxgO,我好喜欢这个故事,yuhafflpv,2012-07-26 22:04:10
yuhgAfPfn,不太好的地方是什么地方？,yuhafflpv,2012-07-26 22:03:52
yuhgzoBqk,[晕],yuhafflpv,2012-07-26 22:03:49
yuhguk51Z,我想问最后这句话有考证么？,yuhafflpv,2012-07-26 22:03:39
yuhgpDhCF,估计英国佬这次也会搞中国一次…08年圣火传递的事还历历在目呀！,yuhafflpv,2012-07-26 22:03:26
yuhgpkyO0,gang lv guojia,yuhafflpv,2012-07-26 22:03:27
yuhgnxhL5,如没罢赛抗议，那她们回国可能会被带到一个不太好的地方。”,yuhafflpv,2012-07-26 22:03:22
yuhgltXja,导播有点冤，但总得有人背黑锅的。,yuheL766x,2012-07-26 22:03:17
yuhgkj6rU,要是中国队挂小日本的国旗的话更爽啊…哈哈,yuhafflpv,2012-07-26 22:03:13
yuhg8rXQJ,最后句话说的真让人恶心。。。难道不该退赛么？,yuhafflpv,2012-07-26 22:02:43
yuhg3seyC,朝鲜人民当然愤怒了,yuhafflpv,2012-07-26 22:02:33
yuhg14SiL,挖煤？[吃惊],yuhafflpv,2012-07-26 22:02:25
yuhfDbbxU,现在朝鲜人觉得外国人都是大坏蛋，都对他们有敌意，其实他们理解错了，人家或许对他们还是很友善的，只是被之前领导人给洗脑了，金胖赶紧改革不然真没得救了！,yuhafflpv,2012-07-26 22:01:28
yuhfp060d,一个神奇的国度[兔子],yuhafflpv,2012-07-26 22:00:55
yuhfp05Ll,朝鲜人民必须不爽啊！,yuhafflpv,2012-07-26 22:00:57
yuhfoEKjq,郑大世哭了！当年七比零我他妈容易吗！,yuhafflpv,2012-07-26 22:00:56
yuhfm3O4h,不太好的地方？挖煤？还是劳力[偷笑]？,yuhafflpv,2012-07-26 22:00:50
yuhfdr5rY,快到冬天了，协助提高燃煤产量去~,yuhdqjmbd,2012-07-26 22:00:31
yuhfciuxH,怒了！几十年后的今天，历史称该事件为第三次世界大战的导火线。。。,yuhafflpv,2012-07-26 22:00:26
yuhfb4iVQ,又要挖煤 不是吧 金三胖也这么干？,yuhafflpv,2012-07-26 22:00:24
yuheVrCq2,这个有点本末倒置啊。不管国家是怎样的，弄错人国旗就是不对嘛。给英国人来个星条旗你们接受不？丢中国，咱们也不接受啊。,yuhafflpv,2012-07-26 21:59:47
yuheL766x,这是导播的错吗？[衰],yuhafflpv,2012-07-26 21:59:19
yuheKvs1v,要淡定呀,yuhafflpv,2012-07-26 21:59:18
yuheFtZKm,这么大件事，能不罢？,yuhafflpv,2012-07-26 21:59:06
yuheD6nLR,不太好的地方！挖煤？,yuhafflpv,2012-07-26 21:59:01
yuheBDo9c,送去挖煤,yuhafflpv,2012-07-26 21:58:58
yuheufcCO,挖媒去…,yuhafflpv,2012-07-26 21:58:39
yuherAtkh,一看就是故意的…体育牵涉政治…没意思…抵制伦敦奥运~,yuhafflpv,2012-07-26 21:58:36
yuhel6yxt,朝鲜不高兴！,yuhafflpv,2012-07-26 21:58:21
yuhekuUD6,倫敦[弱][弱][弱],yuhafflpv,2012-07-26 21:58:20
yuhejilzH,[怒][怒][怒][怒][怒],yuhafflpv,2012-07-26 21:58:16
yuhedFWHf,是个人都会退赛的，根本没有不退的可能,yuhdMf30Y,2012-07-26 21:58:03
yuhe83Ax5,够孙子的。,yuhafflpv,2012-07-26 21:57:50
yuhe0F9Eq,看到最后一句，我马上想起了10年世界杯上郑大世热泪的情况：我不想挖煤[哈哈]。,yuhafflpv,2012-07-26 21:57:32
yuhe08zsl,[围观][围观][围观],yuhafflpv,2012-07-26 21:57:31
yuhdWhXV6,煤矿。。。,yuhafflpv,2012-07-26 21:57:18
yuhdTCdm6,“带到一个不太好的地方”,yuhafflpv,2012-07-26 21:57:14
yuhdRx7LM,半岛问题专家是亵渎人民（世界各国）的爱国心。爱国与价值观无关。[围观],yuhafflpv,2012-07-26 21:57:07
yuhdNDUPF,罢赛是必须的，英国人纯属故意的,yuhafflpv,2012-07-26 21:57:01
yuhdN8ilM,临时工干的。,yuhafflpv,2012-07-26 21:56:58
yuhdMf30Y,最后一句....,yuhdf5HgJ,2012-07-26 21:56:57
yuhdMe3RG,空傻拉你起一不起斯撒哈思密达） 朝鲜话念）。统统拉去挖煤矿得思密达！,yuhafflpv,2012-07-26 21:56:57
yuhdsF2A6,真的？,yuhafflpv,2012-07-26 21:56:09
yuhds6Wkx,不至于吧！,yuhafflpv,2012-07-26 21:56:05
yuhdqEkdJ,太得罪人了……,yuhafflpv,2012-07-26 21:56:06
yuhdqjmbd,不。。太。。好。。的。。地。。。方。。。[囧],yuhafflpv,2012-07-26 21:56:02
yuhdlBU3s,罢赛是必须的，跟哪儿来没有关系！,yuhafflpv,2012-07-26 21:55:52
yuhdinUAj,一个不太好的地方……,yuhafflpv,2012-07-26 21:55:47
yuhdf5HgJ,最后一句,yuhafflpv,2012-07-26 21:55:34
yuhdap6lD,奧運會還沒開幕，倫敦已經遭質疑！我只能肯定羅格對北京奧運會的評價：無與倫比！,yuhafflpv,2012-07-26 21:55:27
yuhd8k3bi,海燕儿，你可长点心吧！,yuhafflpv,2012-07-26 21:55:22
yuhd76XRA,伪棒子的愤怒,yuhafflpv,2012-07-26 21:55:20
yuhd5ktVc,又要去挖煤么？[泪],yuhafflpv,2012-07-26 21:55:14
yuhd30Zws,结果好严重啊，你们懂得,yuhafflpv,2012-07-26 21:55:09
yuhcX7ej2,英国人照这个路子整，奥运会有点意思了[偷笑],yuhafflpv,2012-07-26 21:54:55
yuhcN2qPF,不太好的地方？赤裸裸的威胁啊亲～～[吃惊][吃惊][吃惊],yuhafflpv,2012-07-26 21:54:30
yuhcC8kwH,怎么会有这种失误呢。。晕死了。。。,yuhafflpv,2012-07-26 21:54:03
yuhczbTPF,最后一句是亮点,yuhafflpv,2012-07-26 21:53:57
yuhczaYCF,就该0：3判负,yuhafflpv,2012-07-26 21:53:58
yuhcwtk7b,悲剧的,yuhafflpv,2012-07-26 21:53:49
yuhcwaCEd,换任何一个国家都要罢赛。英国组织的真是烂,yuhafflpv,2012-07-26 21:53:49
yuhcvknvK,一个不太好的地方。。。。,yuhafflpv,2012-07-26 21:53:50
yuhctxSzA,要是我我也罢赛。。。这种专家就要被带到不太好的地方去。。。,yuhafflpv,2012-07-26 21:53:43
yuhcs5q9w,带到东忠来 哈哈,yuhafflpv,2012-07-26 21:53:40
yuhcrrUL8,哪里来的那么多朝鲜专家？,yuhafflpv,2012-07-26 21:53:40
yuhcqBrEj,恩，去挖煤，大家都知道,yuhafflpv,2012-07-26 21:53:34
yuhcqxzuZ,阴谋论的我认为这件事说不好是不是故意的呢！哈,yuhafflpv,2012-07-26 21:53:38
yuhcofJRJ,为伦敦奥运担忧啊,yuhbIwQ2t,2012-07-26 21:53:32
yuhcjuYjj,回去先挖俩月煤,yuhafflpv,2012-07-26 21:53:21
yuhchqSce,任何一个国家的运动队都会把国旗挂错这样的耻辱事件放在心上，由此可见，那个半岛问题专家是个低级黑！,yuhafflpv,2012-07-26 21:53:13
yuhcgg12s,最后一句才是重点！,yuhafflpv,2012-07-26 21:53:10
yuhcdBaPL,＂如没罢赛抗议，那她们回国可能会被带到一个不太好的地方＂[汗][汗][汗],yuhafflpv,2012-07-26 21:53:06
yuhc9sXXw,这象征这朝鲜半岛将统一！,yuhafflpv,2012-07-26 21:52:57
yuhc8i6Y3,英奥组委班小喇叭专登噶！草泥马戈壁！唔可以咁整人地噶嘛！换成中国国旗都算啦！仲要系韩国佬！,yuhafflpv,2012-07-26 21:52:54
yuhc6al2A,又去挖煤？,yuhafflpv,2012-07-26 21:52:46
yuhc3d0Sj,挖煤?,yuhafflpv,2012-07-26 21:52:42
yuhc0ipfp,这错误换任何国家都会抗议吧！,yuhafflpv,2012-07-26 21:52:32
yuhc00NU1,嘿，故意的吧,yuhb20ZgJ,2012-07-26 21:52:30
yuhbYbBw4,哈哈，這話說的。。,yuhaTrCXm,2012-07-26 21:52:30
yuhbTvlx3,挖煤,yuhafflpv,2012-07-26 21:52:16
yuhbTsTH1,最后一句真霸气,yuhafflpv,2012-07-26 21:52:16
yuhbR66Yt,这应该是故意的，现在的奥运会说没有政治谁信呀！,yuhafflpv,2012-07-26 21:52:13
yuhbP4EvH,英国佬这次玩大了，小心三胖给你扔原子弹[挖鼻屎],yuhafflpv,2012-07-26 21:52:09
yuhbOt0gO,真可怜,yuhafflpv,2012-07-26 21:52:07
yuhbO8MM5,错谁不好，非错他们家的,yuhafflpv,2012-07-26 21:52:03
yuhbLwxob,朝鲜特色……,yuhafflpv,2012-07-26 21:52:00
yuhbKkNT3,我擦...不好的地方～～,yuhafflpv,2012-07-26 21:51:58
yuhbJ9WZ8,居然可以犯这种低级错误！！！[汗],yuhafflpv,2012-07-26 21:51:52
yuhbIwQ2t,"搁谁谁不怒啊。放谁的不行,非放韩国的。悲催的伦敦。 [挖鼻屎]",yuhafflpv,2012-07-26 21:51:52
yuhbHFVZa,突然觉得，如果说没有阴谋论，我都不太信了,yuhafflpv,2012-07-26 21:51:51
yuhbH6Jh8,你把美国旗换成伊拉克试试？谁都会抗议的。,yuhafflpv,2012-07-26 21:51:50
yuhbFjlHl,你们以为挖煤就很惨吗、、、比这惨的朝鲜多的是= = 英国好意思让他们回去吗,yuhafflpv,2012-07-26 21:51:45
yuhbCDBqZ,朝鲜人民怒了[哈哈][哈哈][哈哈][偷笑][偷笑][偷笑],yuhafflpv,2012-07-26 21:51:39
yuhbCm025,不仅仅是他们，还有他们的家人，家人的家人，朝鲜是搞连坐的,yuhafflpv,2012-07-26 21:51:38
yuhbwsaA4,挖煤~~大家都懂的,yuhafflpv,2012-07-26 21:51:21
yuhbwpW7S,滚犊子,yuhafflpv,2012-07-26 21:51:25
yuhbw9Hbk,“回国可能会被带到一个不太好的地方”[思考],yuhafflpv,2012-07-26 21:51:23
yuhbtejk4,发大埔洞！,yuhafflpv,2012-07-26 21:51:15
yuhbsj5ZG,直说了吧，不罢赛回去就得挖煤。,yuhafflpv,2012-07-26 21:51:14
yuhbr6VBa,朝鲜就是比狗日的韩国强！希望这次韩国奖牌数全是0！冬奥会就不应该让韩国办！,yuhafflpv,2012-07-26 21:51:11
yuhbp2Qm1,所谓专家呢，就是永远把别人的正常反应往歪了想，试问如果美国球员发现自己的介绍用的是英国国旗，美国球员会不会退赛？,yuhaMmUqq,2012-07-26 21:51:03
yuhbn20gH,砖家的话你信不？[挖鼻屎],yuhafflpv,2012-07-26 21:51:01
yuhbm6Cz9,故意的吧，过分了！,yuhafflpv,2012-07-26 21:50:58
yuhbj8c4M,那个半岛专家真是啥傻叉，换了那个国家的运动员也会罢赛抗议的。,yuhafflpv,2012-07-26 21:50:52
yuhbdeE8j,挖矿在招唤,yuhafflpv,2012-07-26 21:50:38
yuhbcD5uv,不怒才怪！,yuhafflpv,2012-07-26 21:50:37
yuhbaAWyd,对这起事件，北京奥运就绝对不会出现这种情况了，否则早就下台了~~,yuhafflpv,2012-07-26 21:50:32
yuhb74nN6,欧洲办奥运，怀疑水平,yuhafflpv,2012-07-26 21:50:23
yuhb4Fobb,去挖煤吧…,yuhafflpv,2012-07-26 21:50:15
yuhb4Fo3M,[汗],yuhafflpv,2012-07-26 21:50:18
yuhb3ux1V,朝鲜真是一个奇葩的国家啊。。。,yuhafflpv,2012-07-26 21:50:14
yuhb3bPu1,得罪谁不好。。,yuhafflpv,2012-07-26 21:50:15
yuhb20ZgJ,怎么犯如此低级的错误呢？,yuhafflpv,2012-07-26 21:50:10
yuhb0fzX7,[生病]不太好的地方……,yuhafflpv,2012-07-26 21:50:07
yuhaZka0X,我怎么感觉是故意弄错的啊。。。,yuhafflpv,2012-07-26 21:50:03
yuhaVe7FQ,如没罢赛抗议，那她们回国可能会被带到一个不太好的地方。 跟中国古代一个样，不愧是中国的“好兄弟”。,yuhafflpv,2012-07-26 21:49:52
