source_id,comment_text,target_id
zedg226vj,[吃惊],zechAflIA
zed0SkPw8,Oh My... Coffee[吐],zeaMs1O8W
zecPgw9cj,可樂呀！,zeaMs1O8W
zecE8ybMN,哇！,zeaXiAQrL
zeczvAD7G,。。。。我觉得我好可怜,zeaMs1O8W
zecmjpK4X,咖啡,zeaMs1O8W
zechAflIA,这地球不能待啦！！,zeaRLv4b1
zec3exmtg,天啊,zeaRLv4b1
zebUg6fqe,不是热巧克力吗？,zebirDEhy
zebP4kTBO,[吃惊]水管坏了吧？？？,zeaZG2jTl
zebMtBbje,直接练毛笔字吧[衰][挖鼻屎],zeaRLv4b1
zebLV1Tfj,上海的朋友，注意,zeaMs1O8W
zebJgrx0P,心理默念我的心声 赶紧,zeaMs1O8W
zebFkl8Hv,找个。。。。金山自来水我看是要比输的。。,zeaMs1O8W
zebD6n1Jr,星巴克到户[右哼哼][疑问],zeb4QCjPl
zebAtdXwF,[生病][生病][生病]这是怎么了 我们真顽强,zeaMs1O8W
zebwAq3Sx,洗水管了吧,zeaRLv4b1
zebvknVnU,自来水都黑了？,zeaRLv4b1
zebrqm5Go,[吃惊]不会吧？？北京吗？？？,zeaMs1O8W
zeblmvux9,[吃惊][吃惊][吃惊],zeaMs1O8W
zebl57ZuY,靠，故意造成恐慌,zeaMs1O8W
zebjajJ3N,真的吗？,zeaMs1O8W
zebiNeb7k,不愧是帝都 咖啡当水喝啊,zeaMs1O8W
zebirDEhy,牛逼，不愧是帝都，龙头打开就是自来咖啡！,zeaNA7MKJ
zebhVuY6K,咖啡机啊[咖啡],zeaMs1O8W
zebgVqoeW,[衰][衰],zeb28xmqi
zebfj0kV3,净水器救得了这个吗[衰],zeaMs1O8W
zebeSF87r,这他妈水龙头吐了吗！！！！！,zeaMs1O8W
zebdA0lue,中药吗,zeaRLv4b1
zebcRDgJh,自来水放空半小时以上，那这水费算谁的呀[疑问],zeaMs1O8W
zebc6o4gL,擦～也不说清楚,zeaMs1O8W
zebbvt9iI,我去。,zeaRLv4b1
zebb1kr3Q,[吃惊][吃惊] 怎么活！！,zeaRLv4b1
zebaV9eoz,表示同情,zeaRLv4b1
zeb9vDpnh,电视里说：要空放至少半小时以后，水质才会正常。,zeaMs1O8W
zeb7GcT81,撒情况,zeaMs1O8W
zeb7awKJ8,据说空气不好是真的。但是没这水呀 真吓人,zeb3zr8IX
zeb6PiBM5,[汗][吃惊][衰],zeaRLv4b1
zeb6ChNr3,去什么北京,zeaMs1O8W
zeb5j2nPl,咖啡到户！,zeaMs1O8W
zeb4QCjPl,这是今年新推出的服务：[咖啡]直送到家。专为以下人士准备：在网上发不和谐贴的、知道得太多的、瞎眼睛的、得诺贝尔奖的...,zeaRYdCEw
zeb4B1Mn2,水深火热啊！,zeaZG2jTl
zeb4tAyKn,[衰][衰],zeaRLv4b1
zeb44dikw,亲你还好不？[吃惊],zeaMs1O8W
zeb3NE2mV,[汗],zeb0hA9CD
zeb3BdCNS,帝都[威武]啊~~水龙头里出来的都是可口可乐~~,zeaMs1O8W
zeb3zr8IX,真的假的？吓人嘛。。。,zeaRLv4b1
zeb2k3Ai0,好想回去啊，港长,zeaRLv4b1
zeb2j80Ce,可怕的帝都。。,zeaMs1O8W
zeb2axCTS,哈撒宁哦。。。,zeaNcsXbp
zeb28xmqi,这算是特例吧,zeaMs1O8W
zeb1PApT6,谣啊都是这么造出来的，用两件无关的事相加来证明自己想象的结果，这叫什么理论来着？,zeaMs1O8W
zeb1M4fta,，你还是别回去了， 你说对不对,zeaMs1O8W
zeb1ybPqT,靠！江边洋子～╯▂╰,zeaMs1O8W
zeb19jk7f,魔都人名发来贺电 泖港已沦陷,zeaRLv4b1
zeb0hA9CD,[吃惊][吃惊][吃惊],zeaMs1O8W
zeb0fdZHo,普洱茶,zeaRLv4b1
zeb0acxn1,靠！唯恐天下不乱！,zeaMs1O8W
zeaZVpLZ4,靠，直接放中药啊,zeaRYdCEw
zeaZHwg8o,收拾东西走人〜,zeaRLv4b1
zeaZG2jTl,[衰],zeaMs1O8W
zeaZgj141,[思考]北方地区污染严重，希望凡住在我北面的童靴们多多保重,zeaMs1O8W
zeaZcbrg3,我以为中药呢,zeaMs1O8W
zeaYuaEl5,我了个去[汗],zeaMs1O8W
zeaYnFaor,[衰][衰][衰][衰],zeaUei20O
zeaYjgShq,这水管和石油管 连上了？[吃惊][衰],zeaSyATm7
zeaYiFek0,[吃惊],zeaPbDGaN
zeaY0lUcg,真的假的啊？？？？,zeaRLv4b1
zeaXQAARb,咖啡机啊？！,zeaRLv4b1
zeaXiAQrL,天啊,zeaRLv4b1
zeaWZ742R,太恐怖了吧。。,zeaMs1O8W
zeaWEFLuO,看来带口罩也没用了，需要防毒面具了,zeaNik2Z8
zeaWEnzoh,[吃惊],zeaRLv4b1
zeaWCjtYF,我只知道魔都的数字也非常彪悍。苦逼的我今天还出门一天_(:3」∠)_,zeaMs1O8W
zeaWAA5Kq,[吃惊][吃惊][吃惊],zeaRLv4b1
zeaWvezUa,什么叫毒气爆表？,zeaRLv4b1
zeaWsjGbh,真的？,zeaMs1O8W
zeaWiw1fs,地球太危险了！建议回火星！！,zeaOw172S
zeaWh3zDh,[吃惊],zeaRLv4b1
zeaW6rlwy,[惊恐],zeaRLv4b1
zeaVRmAJo,叫的是水费，放出来的是咖啡～,zeaRLv4b1
zeaVRkgsd,[吃惊][吃惊][吃惊]我艹,zeaRLv4b1
zeaVOpCiU,今天魔都的空气质量还差到一逼_(;3ノ∠)_,zeaRLv4b1
zeaVL8Bzl,咖啡...,zeaRvADU2
zeaVEBI2D,真的假的？！,zeaRLv4b1
zeaVw3Lsf,今天除了雾大没别的,zeaUPuk8R
zeaVlsPdm,[吐]这就TM一盆八宝山洗炉子水[吐],zeaRLv4b1
zeaV1EAVE,！！！,zeaRLv4b1
zeaUQFaus,酱油啊,zeaMs1O8W
zeaUPuk8R,你点那人名字就看到她的原文了，人家根本不是这样写的，她家小区在修水管，那些话不知道是谁用心叵测给编的= =,zeaOLn5Lc
zeaUNbRyR,[生病],zeaMs1O8W
zeaUMfoB7,中药？,zeaMs1O8W
zeaUyFiaq,砖家说了，北京的水质是全国最好的,zeaRLv4b1
zeaUxurUZ,……,zeaRLv4b1
zeaUm07po,这是咖啡好伐,zeaMs1O8W
zeaUei20O,这才是世界末日么,zeaRLv4b1
zeaTNqz9d,帝都不适合人类居住,zeaRLv4b1
zeaTCcNnb,[吃惊]末日你还要来嘛,zeaRLv4b1
zeaTqD57n,今天真的重度污染。。。我们都不敢出室外待着,zeaSAEZws
zeaT9waxE,帝都真可怕！,zeaMs1O8W
zeaT6fPbB,[衰],zeaMs1O8W
zeaT2qWb7,出来散步吧,zeaRLv4b1
zeaSIkM38,[吃惊][吃惊][吃惊],zeaRLv4b1
zeaSGx6Vh,右边233333,zeaOo1aq9
zeaSAEZws,矮油！！,zeaRLv4b1
zeaSyATm7,矮油,zeaRLv4b1
zeaSowydm,[汗] 向帝都人民发去慰问,zeaRLv4b1
zeaSlhAZp,OMG！[吃惊] 四爷赶紧来魔都避难吧！[可怜],zeaNcsXbp
zeaSilFaY,帝都如此可怕？[黑线],zeaMs1O8W
zeaSi2DBx,咖啡么,zeaRLv4b1
zeaSdAocO,………,zeaRLv4b1
zeaSd2BgB,[吃惊][吃惊],zeaMs1O8W
zeaScqXqG,[吃惊],zeaNV4q7r
zeaS8iKCI,[吃惊],zeaMLfVAd
zeaS8grXo,好吓人,zeaRLv4b1
zeaRYdCEw,这个。。。莫非末日迟到了？地球快不行了？,zeaNzexwe
zeaRQyjiC,[衰]都这样了，政府连吱都不吱一声[怒],zeaMs1O8W
zeaRLv4b1,这地球不能待啦！！[xb压力],zeaMs1O8W
zeaRKBPaI,瞎JB鼓动，说不定是物业通过自来水管道分发板蓝根汤呢,zeaMs1O8W
zeaRJbscm,苍天。。。。这是。。。[吃惊][吃惊][吃惊],zeaOwk4Jk
zeaRvADU2,我擦。。。机油啊。。你赚了,zeaMs1O8W
zeaRbbNYT,中药嘛,zeaMs1O8W
zeaQAwDpP,。。。,zeaMs1O8W
zeaQxxBFN,= =就是。魔都跟帝都又什么时候一起了。,zeaMs1O8W
zeaQ43m7a,我妈刚看了一眼，淡定地说：哟，咖啡不要买了，水龙头直接出咖啡！,zeaMs1O8W
zeaQ2ysDd,[吃惊]不会吧 是不是附近刚换过水管,zeaNIkmFZ
zeaPVsTQw,养生堂的中药,zeaMs1O8W
zeaPB367E,[衰]假的吧？,zeaMs1O8W
zeaPbDGaN,北京的自来水？这这这。。。,zeaMs1O8W
zeaP0q0fQ,这是中药！,zeaOktiXx
zeaOYFed8,[神马],zeaMs1O8W
zeaOLn5Lc,求真相,zeaMs1O8W
zeaOJyFKc,吓人,zeaMs1O8W
zeaOJ2K2P,[衰],zeaMs1O8W
zeaOAaG9p,不知道的还以为咖啡机…,zeaNIkmFZ
zeaOwAk1n,还以为是中药[衰],zeaNcsXbp
zeaOwAjZf,这地球不能呆啦[哼][泪],zeaMs1O8W
zeaOwk4Jk,[吃惊],zeaMs1O8W
zeaOw172S,越老越要补啊~,zeaMs1O8W
zeaOvnFtJ,最近上海空气也好差，呼吸道很不舒服,zeaMs1O8W
zeaOsbRPT,[汗][汗],zeaMs1O8W
zeaOo1aq9,不错啊。。。一大早都凉茶喝。。,zeaMs1O8W
zeaOktiXx,这么好。。。直接出可乐了啊！！！！,zeaMI2BcI
zeaObiBQN,这是水管接在了排污厂么？？？？,zeaMs1O8W
zeaO7ar5s,这是洗完...水箱的水么？,zeaMs1O8W
zeaO61VXx,这，，，，，帝都变毒岛,zeaMs1O8W
zeaO4d6LF,直接放巧克力出来了？,zeaMs1O8W
zeaO2q1q9,真的？[生病],zeaMs1O8W
zeaNV4q7r,[汗],zeaMs1O8W
zeaNUch6V,领导知道空气污染所以水龙头直接放中药给大家补补 还不谢恩！,zeaMs1O8W
zeaNIBXQV,[吃惊],zeaMs1O8W
zeaNIkmFZ,[泪],zeaMs1O8W
zeaNA7MKJ,这是自来水吗[吃惊],zeaMs1O8W
zeaNzuNwO,Espresso!,zeaMs1O8W
zeaNzexwe,[吃惊][衰],zeaMs1O8W
zeaNxs2fK,戒煙戒酒戒自來水,zeaMs1O8W
zeaNv2BAJ,[吃驚][吃驚][吃驚][吃驚],zeaMs1O8W
zeaNrxkkI,[生病],zeaMs1O8W
zeaNik2Z8,太可怕了。。。,zeaMs1O8W
zeaNgB9YI,真是人神共震啊,zeaMs1O8W
zeaNcsXbp,真的假的?果断回家啊亲！,zeaMs1O8W
zeaNbgLbk,板蓝根..,zeaMs1O8W
zeaMWtBlr,注意安全…,zeaMs1O8W
zeaMViL70,…………………………orz...,zeaMs1O8W
zeaMU6dhi,卧槽。。。。。。。,zeaMs1O8W
zeaMNlF82,帝都……,zeaMs1O8W
zeaMLfVAd,[巨汗]哈尼心啊,zeaMs1O8W
zeaMI2Bdu,中药！,zeaMs1O8W
zeaMI2BcI,[吃驚],zeaMs1O8W
zeaMFjzhj,[衰],zeaMs1O8W
zeaMF3UWm,[吃惊],zeaMs1O8W
