source_id,comment_text,target_id
iY7MAs,Zhang小毕:有时我们并无选择。爱因为不能拥有而深刻，梦因为不能圆而美丽。,iY7pJa
iY7pJa,有时我们并无选择。爱因为不能拥有而深刻，梦因为不能圆而美丽。,iXmyQf
iY7pva,[白云],iXmyQf
iY6Ezu,爱因为不能拥有而深刻``[泪],iXmyQf
iY69HK,人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iY4QQy,真搞笑！你理解错了，人家是精神层面的放弃。,iXugng
iY4kBg,爱因为不能用于而深刻，梦因为不能圆而美丽！,iXmyQf
iY2Scg,凄美的吸引。,iXmyQf
iY2K7k,一边劳作，一边祈祷。,iXneKw
iY1J9c,放弃、,iXmyQf
iY1Aqs,你这家伙很大彻大悟的样子，向你学习。,iXu1TC
iY1lMW,放弃让我失去了永恒的快乐，得到了尘世的浮躁！,iXmyQf
iY0MI8,有意思,iXmyQf
iY0LD6,因缺憾而凄美。。。,iXmyQf
iY0H14,[神马],iXmyQf
iY0GuU,放弃？不，我没有，也不会，我选择的是想念，是回忆，是执着的守候•••,iXmyQf
iXFMDi,爱因为不能拥有而深刻～,iXmyQf
iXCXBC,人生就是一个不停放弃的过程。因缺憾而凄美,iXmyQf
iXCNsq,把握当下。,iXmyQf
iXCIqc,残缺的美,iXmyQf
iXBUTW,这样才能长大！,iXmyQf
iXBSIo,就是新浪骗转发的利器，鉴定完毕。,iXmyQf
iXBAwW,crystal16:没有缺憾的人生是不完整的！[太阳][心],iXwdyw
iXA26o,人生……,iXmyQf
iXzYVO,人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXzEf2,此乃人生，但也可改写。,iXmyQf
iXz8MA,谁说不是呢~,iXmyQf
iXyG4Y,人生就是一个不停放弃的过程。,iXmyQf
iXyDKW,[微风],iXmyQf
iXxBdi,舍与得嘛！,iXmyQf
iXxadO,好东西,iXmyQf
iXwXuM,残缺本来就是一种美,iXmyQf
iXwGrq,人生就是一个不停放弃的过程。放弃童年的无忧，成全长大的期望；放弃青春的美丽，换取成熟的智慧；放弃爱情的甜蜜，换取家庭的安稳；放弃掌声的动听，换取心灵的平静。——接受与否，有时我们并无选择。爱因为不能拥有而深刻，梦因为不能圆而美丽。人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXwzNW,人生就是有舍必有得。。。,iXmyQf
iXwyFu,人生就是一个不停放弃的过程。,iXmyQf
iXwl0K,所以说完美人生也就是童话而已，人生在世，有受皆苦。,iXmyQf
iXwjX4,学会放弃才懂得拥有！,iXmyQf
iXwdyw,没有缺憾的人生是不完整的！[太阳][心],iXmyQf
iXvVz9,虽然都是不得不放弃，可能够发现改变后的美好何尝不是新的快乐呢,iXmyQf
iXvv5K,但高考没有缺憾…,iXmyQf
iXvuye,就尚且让我吧凄美当成是一种美吧~~其实我可以自己过得美一些的只是有太多太多羁绊叻。。对自己说声抱歉。。,iXmyQf
iXvo28,人生要舍得,iXmyQf
iXvnS6,所谓人生,iXmyQf
iXv6Xu,因缺陷而凄美…,iXmyQf
iXv2P9,对啊 人生就是一个不停放弃的过程,iXmyQf
iXuLQo,是啊！不得不成长着。。。,iXmyQf
iXugng,俺也要放弃些啥？环视四周，最后终于把厨房的垃圾倒掉。,iXmyQf
iXubig,so true...but I believe everything happens for a reason [落叶],iXmyQf
iXu6si,拿起与放下 中间是人生,iXmyQf
iXu1TC,失去了往往是淡忘的，失去的与得到的都是无关痛痒痒的东西，美好与不美好，都是个人观点，满足就是美好，,iXmyQf
iXu176,慢慢的发现自己不爱折腾了，渴望平凡的安定。,iXmyQf
iXtWTc,美，无处不在,iXmyQf
iXtRbO,完美也有错！,iXmyQf
iXtHQW,人生就是一个不停放弃的过程,iXmDte
iXtDww,因缺憾而凄美～,iXmyQf
iXty5K,每一步都在选择,iXmDte
iXtgj6,残缺的就是真实的,iXmyQf
iXt0hk,人生就是一场修行：放下 拿起 自在,iXmyQf
iXsMWc,因残缺而美丽,iXmyQf
iXsLdU,[good],iXmyQf
iXsz9g,你很有智慧哦！,iXmyQf
iXsiEE,十全九美,iXmyQf
iXseXM,因为缺憾而凄美。。,iXmyQf
iXsa86,心灵的平静！,iXmyQf
iXrZRg,人生就是一个不停放弃的过程，也同时是个收获的等待。,iXrfFS
iXrSSC,说的太好了。,iXmyQf
iXrQne,人生就是一个不停放弃的过程,iXmyQf
iXrLII,接受与否，有时我们并无选择。爱因为不能拥有而深刻，梦因为不能圆而美丽。人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXrBuq,深刻！,iXmyQf
iXrtHn,.,iXmyQf
iXrpeW,人生,iXmyQf
iXrkfQ,人在追求一些东西的时候往往又遗失另一些东西。[微风][微风],iXmyQf
iXrfFS,人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXqQCx,嗯。可有些不该放弃的还是不能放滴。,iXmyQf
iXqKlM,可是她不懂耶、,iXmyQf
iXqDdm,"这就是现实,即残酷又美丽 ,我们只是在不停的得到和失去。",iXmyQf
iXqzXG,相信自己，我能行,iXmyQf
iXqjfk,人生精彩各有不同！,iXmyQf
iXpYF6,喜欢这几句话,iXmyQf
iXpYsg,放弃换取…,iXmyQf
iXpU82,人生，总是带着残缺的美,iXmyQf
iXpHsA,放弃今天的安逸，换取未来的幸福～,iXmyQf
iXpvvs,可以选择放弃，但绝不能放弃选择,iXmyQf
iXplTK,作文素材,iXmyQf
iXpf94,这就是人生，人生慢慢...,iXmyQf
iXoMuo,遗憾也美丽，各位早安…,iXmyQf
iXoLqO,接受与否，我们有时别无选择。爱因不能拥有而深刻，梦因不能圆而美丽。人生总是带有残缺的美，因遗憾而凄美。,iXmyQf
iXoBOe,换取家庭的安稳为什么要放弃甜蜜地爱情？怎么不能是同时进行地？,iXmyQf
iXoz9E,爱因为不能拥有而深刻，梦因为不能圆而美丽。人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXog9Y,人生原来就是这样有缺陷的，梦想和现实距离往往遥不可及。,iXmyQf
iXoeTC,[思考],iXnRDE
iXnUVi,美好的未来,iXmyQf
iXnRDE,我们总在拿原来最珍惜，换现在最需要的。换，换，不停地交换,iXmyQf
iXnCEO,人生就是一个不停放弃的过程。——接受与否，有时我们并无选择。,iXmyQf
iXnzgG,早. . . 第一条,iXmyQf
iXnwoU,说的真好！,iXmyQf
iXnvko,转发,iXmyQf
iXnlZ4,舍得,iXmyQf
iXneKw,人生就是若干对矛盾的统一体。但主流是积极向上。,iXmyQf
iXnebA,因缺憾而凄美！！,iXmyQf
iXn9m0,说的好,iXmyQf
iXn8Bq,人生因缺憾而且凄美！,iXmyQf
iXn6Ak,人生，总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXn1we,放弃,iXmyQf
iXn0ok,人生总是带着残缺的美，因缺憾而凄美。,iXmyQf
iXmSQA,无论是哪种人他（她）都没有那么完美无缺的人生的，不是吗？,iXmyQf
iXmQ6Y,有得有失,iXmyQf
iXmKhW,人生，总是带着残缺的美,iXmyQf
iXmEQ4,所以人生总是有一种缺憾美.,iXmyQf
iXmDte,人生就是一个不停放弃的过程,iXmyQf
