source_id,comment_text,target_id
z0zFXBwLl,[吃惊]是不是正的捏？？？越来越严格了。。。。能不能起作用捏~？~？,z0zDrypuX
z0zFX2jUP,不是吧！[晕][晕],z0zDrypuX
z0zFVdcFN,人行横道应该礼让行人,z0zDrypuX
z0zFT7OaN,分不够扣[汗],z0zDrypuX
z0zFSiulm,真的假的？,z0zDrypuX
z0zFR3IZa,没一个是对的[奥特曼],z0zDrypuX
z0zFQcCkS,长点记性！,z0zDrypuX
z0zFQau5e,行驶中打电话、抽烟扣罚太轻,z0zDrypuX
z0zFMBw5i,交通新规，真的假的？,z0zDrypuX
z0zFwmrKM,开车的童鞋注意了,z0zDrypuX
z0zFt7wp1,扩散一下 养成良好的驾驶习惯 文明出行,z0zDrypuX
z0zFpBFgc,(⊙_⊙),z0zDrypuX
z0zFpBFcw,[奥特曼],z0zDrypuX
z0zFp37G2,那么多规矩、,z0zDrypuX
z0zFngD95,副驾不系安全带。。。。。。,z0zDrypuX
z0zFkgR0c,[熊貓][熊貓][熊貓][熊貓][熊貓][熊貓]靠,z0zDrypuX
z0zFiw8Mo,开车伤不起了！,z0zDrypuX
z0zFgarJO,记住吧,z0zDrypuX
z0zFdd6E8,坑爹条例！,z0zDrypuX
z0zF7A1Rl,悠着点！,z0zDrypuX
z0zF0cTXS,要命了。,z0zDrypuX
z0zEZ2Hg2,注意了！幸好听音乐不处罚！[嘻嘻],z0zDrypuX
z0zEW5mei,驾车的友们注意喽[心],z0zDrypuX
z0zEVbt45,严以律己,z0zDrypuX
z0zERlwCP,以罚代管，驾校会越来越火，专心开车吧！,z0zDrypuX
z0zEJC7k4,请大家注意,z0zDrypuX
z0zEH0pTD,像我这种怕死的，都严格执行交通法律法规,z0zDrypuX
z0zEGppps,我操，这12分够用吗？,z0zDrypuX
z0zEFtX4k,注意第4条,z0zDrypuX
z0zEFclNT,出发点很好，希望能落到实处，别是一纸空文,z0zDrypuX
z0zEBFzMJ,没这么严重吧。。。。,z0zDrypuX
z0zEw2Mck,扩散啦,z0zDrypuX
z0zEr3vkh,[囧],z0zDrypuX
z0zEbExS6,我靠，这是要爪子...........[衰],z0zDrypuX
z0zE91frb,啊！~~,z0zDrypuX
z0zE5cnuX,要注意喽~~~,z0zDrypuX
z0zE36zyD,[围观][围观][围观][围观][围观][围观][围观][吃惊][吃惊],z0zDrypuX
z0zE09etP,使得,z0zDrypuX
z0zDW12Pq,[汗],z0zDrypuX
z0zDIpcvk,你要慢点开咯！,z0zDrypuX
z0zDF8LKr,完了！！,z0zDrypuX
