source_id,comment_text,target_id
yzZzJymS0,[思考][微风][微风][微风],yzZyCsOhZ
yzZyCsOhZ,"一日一夜中一共有4800000个念头，SO,禅定会超越时间吗？[思考]",yzZqrmMnO
yzZuJlZ8w,经粗糙计算 一块云彩朵 从窗户左上角出现 飘到窗户右上角不见 大概用了25个弹指 16分之1个须臾啊啊啊…,yyxtp8Jmj
yzZuhghBy,学习,yzYq9icYQ
yzZtF7ptA,剎那＝1念＝0.018秒,yzZqrmMnO
yzZqrmMnO,一刹那等于60当下！把握每一个当下！快乐活在当下！,yzYq9icYQ
yzZhOfjvm,弹个指头需要7.2秒[思考],yzYq9icYQ
yzZhf7f4X,紅顏彈指老，刹那芳華,yyxtp8Jmj
yzZbykEda,阿彌陀佛,yzYq9icYQ
yzZbtyEW1,知识贴，转！,yzYq9icYQ
yzZbesFxP,刹那，弹指，瞬间！,yzYq9icYQ
yzZaF1fxR,[呵呵],yzYq9icYQ
yzZa9os3U,佛经中还有数学。,yzYq9icYQ
yzZ9Nv3By,感谢普及，转,yzYq9icYQ
yzZ8lr2kj,瞬间不是刹那吗？,yzYq9icYQ
yzZ4ycYLR,长见识了。。。,yzYq9icYQ
yzZ36F9NH,稍纵即逝要珍惜,yzYq9icYQ
yzZ2ZzDz3,头晕了,yzYZPD3fZ
yzZ2dprl9,收藏||:[微风][微风][微风],yzYq9icYQ
yzZ1OhfYt,佛教时间和西洋时间的精确换算,yzYq9icYQ
yzZ1sadBc,美图,yzYq9icYQ
yzYZVhFmP,[晕]长知识了。。,yzYK83cca
yzYZPD3fZ,真长知识了[思考],yyxtp8Jmj
yzYZkjNeb,明白,yzYq9icYQ
yzYWq61GA,收了,yzYq9icYQ
yzYVNo8NH,这些词都来自佛学[围观][围观][奥特曼][奥特曼][爱心传递],yyxtp8Jmj
yzYSuB7cC,[微风][微风][微风],yzYq9icYQ
yzYSrmb67,一须臾原来有48分钟啊。。。,yzYy5iV2b
yzYR1heGd,佛法中精确的时间换算！[bobo膜拜],yzYq9icYQ
yzYQRvchA,长见识咯,yzYy5iV2b
yzYQPtWiT,再解释一下大中小劫吧！[呵呵],yzYq9icYQ
yzYPiBBNb,学习了！,yyxtp8Jmj
yzYOKmLGs,常说在弹指间灰飞烟尽，在刹那间永恒！,yzYq9icYQ
yzYNCzKLF,原来如此！,yzYq9icYQ
yzYNeDA8W,[微风][微风][微风],yzYq9icYQ
yzYM7g3oe,一念之间,yzYq9icYQ
yzYLtC0Oq,[微风][微风][微风],yzYq9icYQ
yzYL83XNd,须臾原来是48分钟[汗],yzYq9icYQ
yzYKmvPdp,[汗],yyxtp8Jmj
yzYK83cca,孤陋寡闻了吧，没文化，真可怕！,yyxtp8Jmj
yzYJsD5W6,别怕啊…[哈哈],yyxtp8Jmj
yzYIP4Khj,0.018秒。。。。。,yzYq9icYQ
yzYHWnZr4,[鼓掌][鼓掌][鼓掌],yzYq9icYQ
yzYHR4XTc,刹那,yzYq9icYQ
yzYHsgPGu,分享一下,yzYq9icYQ
yzYGzhdCW,原来一念之间的idea 可以在瞬间爆发，然而这个意念的酝酿时间却不是一日一夜所能及。,yzYq9icYQ
yzYGhha2H,学习了,yzYq9icYQ
yzYFY4I6C,弹指一挥间，便起400念,yzYq9icYQ
yzYFT3hVR,刹那芳华,yzYq9icYQ
yzYFappZR,[吃惊][吃惊],yzYy5iV2b
yzYF0nVgl,好，学啦！,yyxtp8Jmj
yzYE1vciN,留恋那一瞬[微风][微风][微风],yzYq9icYQ
yzYDdfelW,一念[微风][微风],yyxtp8Jmj
yzYD5zzYS,学习！,yzYq9icYQ
yzYCJ9w5s,学习了,yzYq9icYQ
yzYCk2oVd,我可真没想到[钟],yzYtlBoC7
yzYCdeukF,有时脑子里一刹那的念头细想又是一须臾,yzYq9icYQ
yzYBG8C6D,长见识了！,yyxtp8Jmj
yzYBw4sON,阿弥陀佛,yzYq9icYQ
yzYBtEr09,。,yzYq9icYQ
yzYBlpYD6,学习一下,yzYq9icYQ
yzYAV9jTc,[微风][微风][微风],yzYq9icYQ
yzYAQ5IXK,收到，记住,yzYq9icYQ
yzYADpjPJ,右右右右,yyxtp8Jmj
yzYAzyycl,真精准！,yzYq9icYQ
yzYAwhINa,学习到新知识了。,yzYq9icYQ
yzYAq7lMQ,有关佛法中的时间换算一直都很混沌。。。,yzYq9icYQ
yzYA1fdiH,受教了,yzYq9icYQ
yzYzIljCf,瞬间转发,yzYq9icYQ
yzYzBz5cq,数据派[汗],yzYq9icYQ
yzYznFEF7,[微风],yzYrWoG1c
yzYzhbMPA,一念起 千山万水,yzYq9icYQ
yzYz1ehyI,一刹那,yyxtp8Jmj
yzYyI0qbl,看来这些词不能乱用的,yzYq9icYQ
yzYyvjgJJ,长学问了。,yyxtp8Jmj
yzYyjvcpp,长知识了 ，以后不能乱用词了,yzYq9icYQ
yzYy5iV2b,须臾，我们所说的不一会儿，竟然是48分钟。老李诗喜欢48应该有道理的！,yzYq9icYQ
yzYxVxGgC,受教了,yzYvXed5Q
yzYxG9MKL,光阴珍贵[微风][微风][微风],yzYq9icYQ
yzYxtcTmY,这个有点意思,yzYq9icYQ
yzYx22Nyr,弹指间造就刹那的辉煌，短暂而弥久。早安，有情众生,yyxtp8Jmj
yzYwW5TwU,学习,yzYq9icYQ
yzYwtqOQM,这个要记下,yzYq9icYQ
yzYwtpVIG,弹指是7.2秒,yzYq9icYQ
yzYw4jIrj,只要一念,yyxtp8Jmj
yzYvXed5Q,受教了。,yzYq9icYQ
yzYvbDipP,一念间转了,yyxtp8Jmj
yzYv63Trv,[哈哈],yzYq9icYQ
yzYv4hpjR,很好的知识！,yyxtp8Jmj
yzYuKavp3,学习了。,yzYq9icYQ
yzYubARYB,须臾之间。。原来不是一瞬间的意思[吃惊][挖鼻屎][思考],yyxtp8Jmj
yzYu3kw71,受教了,yzYq9icYQ
yzYu2rh3W,好强大！就是弹指比我想象的弹的慢了点～,yzYq9icYQ
yzYtQlytf,受教,yzYq9icYQ
yzYtP8a9y,学习了,yzYq9icYQ
yzYtBwoIn,这么回事儿。,yyxtp8Jmj
yzYtzuOrY,[微风][微风][微风],yzYq9icYQ
yzYtv52gF,学习,yzYq9icYQ
yzYtlBoC7,一劫是多久,yzYq9icYQ
yzYtlAckn,须臾＝48分钟，弹指＝7.2秒，瞬间＝0.36秒，剎那＝1念＝0.018秒,yyxtp8Jmj
yzYtliB4L,须臾间我的牙就没了。,yzYq9icYQ
yzYti4RCt,[蜡烛][微风][蜡烛],yzYq9icYQ
yzYsUqdfC,学习了。,yzYq9icYQ
yzYsSm7Gm,技术帖,yzYq9icYQ
yzYsNiofB,刹那，弹指，一瞬间！,yzYq9icYQ
yzYsygruN,学习啦！,yzYq9icYQ
yzYsqftoD,原来一刹那是一念,yzYq9icYQ
yzYsnkmjI,弹指间我就转了！,yzYq9icYQ
yzYsbsSjY,[晕]数字不是我强项[泪]果然达到效果了-＂san二虎了＂,yzYq9icYQ
yzYsaj03N,每天学一点,yzYq9icYQ
yzYs9qWqQ,原来如此,yzYq9icYQ
yzYs2AUS4,好精确,yzYq9icYQ
yzYrWoG1c,了解，长知识了,yzYq9icYQ
yzYrvcIsl,弹指间，就把他给转了！,yyxtp8Jmj
yzYrrnQd6,有意思!,yzYq9icYQ
yzYrr7q3k,佛家的孩子肿么了[晕][晕][晕],yzYq9icYQ
yzYrjqgH1,这下长见识了,yzYq9icYQ
yzYqMziJJ,[思考],yyxtp8Jmj
yzYq9icYQ,[微风][微风][微风],yyxtp8Jmj
