source_id,comment_text,target_id,created_at
zehb1mkoj,我们家水也不同程度发黄,zeharhXRX,2013-01-13 15:09:34
zeharhXRX,帝都人民各种无感,zegLEtygi,2013-01-13 15:08:08
zeh9JitlX,[吃惊][吐] 记得买矿泉水喝！,zefmLCxqm,2013-01-13 15:06:25
zegLEtygi,帝都的水都这样了？,zeaMs1O8W,2013-01-13 14:07:06
zegCtzRSK,个就伐管了，反正讲过就米有责任了。。。,zebcRDgJh,2013-01-13 13:44:30
zeg8Mrw95,瞎扯淡的！我问过我爸妈了都= =你看这条是谁发的呀[弱][怒],zeaSilFaY,2013-01-13 12:31:20
zeg2x3jaE,[吃惊],zeaRLv4b1,2013-01-13 12:15:56
zefVswhhY,[晕][晕][晕],zeaMs1O8W,2013-01-13 11:58:31
zefVjEgrc,归根结底，很多人只听他们想听到的东西，也助长了这股歪风。,zefK9kepi,2013-01-13 11:58:09
zefSXodGV,中国不能再待啦,zeaRLv4b1,2013-01-13 11:52:21
zefLYulNp,[衰],zefhE0Goi,2013-01-13 11:35:09
zefLe7L7I,把首都也搞成这样 牛,zee6paG9S,2013-01-13 11:33:18
zefLdbGZu,恐怖[衰],zeaRLv4b1,2013-01-13 11:33:16
zefK9kepi,太荒谬了！这种帖子被大量转发，而我说，如果是假的，传播的人应该被处理的帖子被删掉了。,zeaMs1O8W,2013-01-13 11:30:39
zefDn7xvX,我决定要买个口罩了。为了自己的生命%……,zeaVL8Bzl,2013-01-13 11:13:57
zefxnnvsu,[衰][吃惊][生病],zeaMs1O8W,2013-01-13 10:59:09
zefuUiPY7,[吐],zefmLCxqm,2013-01-13 10:53:06
zefrRdNvz,魔都贺电,zeaMs1O8W,2013-01-13 10:45:34
zefmLCxqm,上海的自来水经过滤也不敢喝，不喝自来水起码2年多了！ [汗],zeaMs1O8W,2013-01-13 10:33:03
zefmjfb5o,帝都的水都这样了，有专家提示下，南京的水能喝吗？[失望],zeaMs1O8W,2013-01-13 10:31:54
zeflJflEk,赤豆汤？！[吃惊],zeaMs1O8W,2013-01-13 10:30:29
zefhE0Goi,[吃惊],zebD6n1Jr,2013-01-13 10:20:24
zefh9guJA,[衰],zeaRLv4b1,2013-01-13 10:19:12
zef950Iui,太可怕了，基本的生活保障出问题了,zeaMs1O8W,2013-01-13 09:59:19
zef26nn0A,"擦,这。。。",zeaRLv4b1,2013-01-13 09:42:08
zef242Blr,哇撒…还好走得早…这两天不是沙尘暴就是毒气，中国人民太苦了,zeaMI2Bdu,2013-01-13 09:42:02
zeeZC9S24,嘿嘿，星巴克厉害,zebD6n1Jr,2013-01-13 09:36:00
zeeSNgu39,从水龙头黑醋出来了！？,zebjajJ3N,2013-01-13 09:19:12
zeePOA2lL,至少空气污染是很严重。不过天津也是一样的。。。。。我想回火星了,zeaMNlF82,2013-01-13 09:11:51
zeeKEAydn,那么吓人[晕],zeaMs1O8W,2013-01-13 08:59:08
zeeHR7Rqw,"北京不能呆了,赶紧撤！",zeaY0lUcg,2013-01-13 08:52:15
zeeBYdz9o,真的吗？[晕],zedMAcTq3,2013-01-13 08:37:44
zeeAvdDEA,有那么严重吗[吃惊],zeaRLv4b1,2013-01-13 08:34:08
zeepxzw81,不是号称帝都的水质最安全的嘛[嘻嘻],zeaRLv4b1,2013-01-13 08:07:07
zeeaGwaAr,遭受人类破坏和摧残之后的大自然，报复给人类的是十倍的残酷，百倍的无情，千倍的严厉。,zeaMs1O8W,2013-01-13 07:30:32
zee6paG9S,宁波今天也重度污染,zeaMs1O8W,2013-01-13 07:19:58
zedMAcTq3,[吃惊][吃惊][吃惊][吃惊][吃惊],zeaMs1O8W,2013-01-13 06:31:09
zedg226vj,[吃惊],zechAflIA,2013-01-13 05:10:57
zed0SkPw8,Oh My... Coffee[吐],zeaMs1O8W,2013-01-13 04:33:36
zecPgw9cj,可樂呀！,zeaMs1O8W,2013-01-13 04:05:01
zecE8ybMN,哇！,zeaXiAQrL,2013-01-13 03:37:35
zeczvAD7G,。。。。我觉得我好可怜,zeaMs1O8W,2013-01-13 03:26:11
zecmjpK4X,咖啡,zeaMs1O8W,2013-01-13 02:53:41
zechAflIA,这地球不能待啦！！,zeaRLv4b1,2013-01-13 02:42:02
zec3exmtg,天啊,zeaRLv4b1,2013-01-13 02:06:41
zebUg6fqe,不是热巧克力吗？,zebirDEhy,2013-01-13 01:44:34
zebP4kTBO,[吃惊]水管坏了吧？？？,zeaZG2jTl,2013-01-13 01:31:47
zebMtBbje,直接练毛笔字吧[衰][挖鼻屎],zeaRLv4b1,2013-01-13 01:25:23
zebLV1Tfj,上海的朋友，注意,zeaMs1O8W,2013-01-13 01:24:01
zebJgrx0P,心理默念我的心声 赶紧,zeaMs1O8W,2013-01-13 01:17:29
zebFkl8Hv,找个。。。。金山自来水我看是要比输的。。,zeaMs1O8W,2013-01-13 01:07:47
zebD6n1Jr,星巴克到户[右哼哼][疑问],zeb4QCjPl,2013-01-13 01:02:18
zebAtdXwF,[生病][生病][生病]这是怎么了 我们真顽强,zeaMs1O8W,2013-01-13 00:55:46
zebwAq3Sx,洗水管了吧,zeaRLv4b1,2013-01-13 00:46:15
zebvknVnU,自来水都黑了？,zeaRLv4b1,2013-01-13 00:43:09
zebrqm5Go,[吃惊]不会吧？？北京吗？？？,zeaMs1O8W,2013-01-13 00:33:32
zeblmvux9,[吃惊][吃惊][吃惊],zeaMs1O8W,2013-01-13 00:18:34
zebl57ZuY,靠，故意造成恐慌,zeaMs1O8W,2013-01-13 00:17:54
zebjajJ3N,真的吗？,zeaMs1O8W,2013-01-13 00:13:12
zebiNeb7k,不愧是帝都 咖啡当水喝啊,zeaMs1O8W,2013-01-13 00:12:16
zebirDEhy,牛逼，不愧是帝都，龙头打开就是自来咖啡！,zeaNA7MKJ,2013-01-13 00:11:23
zebhVuY6K,咖啡机啊[咖啡],zeaMs1O8W,2013-01-13 00:10:06
zebgVqoeW,[衰][衰],zeb28xmqi,2013-01-13 00:07:39
zebfj0kV3,净水器救得了这个吗[衰],zeaMs1O8W,2013-01-13 00:03:40
zebeSF87r,这他妈水龙头吐了吗！！！！！,zeaMs1O8W,2013-01-13 00:02:37
zebdA0lue,中药吗,zeaRLv4b1,2013-01-12 23:59:23
zebcRDgJh,自来水放空半小时以上，那这水费算谁的呀[疑问],zeaMs1O8W,2013-01-12 23:57:40
zebc6o4gL,擦～也不说清楚,zeaMs1O8W,2013-01-12 23:55:48
zebbvt9iI,我去。,zeaRLv4b1,2013-01-12 23:54:20
zebb1kr3Q,[吃惊][吃惊] 怎么活！！,zeaRLv4b1,2013-01-12 23:53:08
zebaV9eoz,表示同情,zeaRLv4b1,2013-01-12 23:52:52
zeb9vDpnh,电视里说：要空放至少半小时以后，水质才会正常。,zeaMs1O8W,2013-01-12 23:49:25
zeb7GcT81,撒情况,zeaMs1O8W,2013-01-12 23:44:53
zeb7awKJ8,据说空气不好是真的。但是没这水呀 真吓人,zeb3zr8IX,2013-01-12 23:43:35
zeb6PiBM5,[汗][吃惊][衰],zeaRLv4b1,2013-01-12 23:42:47
zeb6ChNr3,去什么北京,zeaMs1O8W,2013-01-12 23:42:16
zeb5j2nPl,咖啡到户！,zeaMs1O8W,2013-01-12 23:38:58
zeb4QCjPl,这是今年新推出的服务：[咖啡]直送到家。专为以下人士准备：在网上发不和谐贴的、知道得太多的、瞎眼睛的、得诺贝尔奖的...,zeaRYdCEw,2013-01-12 23:37:52
zeb4B1Mn2,水深火热啊！,zeaZG2jTl,2013-01-12 23:37:17
zeb4tAyKn,[衰][衰],zeaRLv4b1,2013-01-12 23:37:01
zeb44dikw,亲你还好不？[吃惊],zeaMs1O8W,2013-01-12 23:35:59
zeb3NE2mV,[汗],zeb0hA9CD,2013-01-12 23:35:18
zeb3BdCNS,帝都[威武]啊~~水龙头里出来的都是可口可乐~~,zeaMs1O8W,2013-01-12 23:34:50
zeb3zr8IX,真的假的？吓人嘛。。。,zeaRLv4b1,2013-01-12 23:34:45
zeb2k3Ai0,好想回去啊，港长,zeaRLv4b1,2013-01-12 23:31:39
zeb2j80Ce,可怕的帝都。。,zeaMs1O8W,2013-01-12 23:31:39
zeb2axCTS,哈撒宁哦。。。,zeaNcsXbp,2013-01-12 23:31:18
zeb28xmqi,这算是特例吧,zeaMs1O8W,2013-01-12 23:31:11
zeb1PApT6,谣啊都是这么造出来的，用两件无关的事相加来证明自己想象的结果，这叫什么理论来着？,zeaMs1O8W,2013-01-12 23:30:29
zeb1M4fta,，你还是别回去了， 你说对不对,zeaMs1O8W,2013-01-12 23:30:16
zeb1ybPqT,靠！江边洋子～╯▂╰,zeaMs1O8W,2013-01-12 23:29:47
zeb19jk7f,魔都人名发来贺电 泖港已沦陷,zeaRLv4b1,2013-01-12 23:28:49
zeb0hA9CD,[吃惊][吃惊][吃惊],zeaMs1O8W,2013-01-12 23:26:38
zeb0fdZHo,普洱茶,zeaRLv4b1,2013-01-12 23:26:33
zeb0acxn1,靠！唯恐天下不乱！,zeaMs1O8W,2013-01-12 23:26:23
zeaZVpLZ4,靠，直接放中药啊,zeaRYdCEw,2013-01-12 23:25:47
zeaZHwg8o,收拾东西走人〜,zeaRLv4b1,2013-01-12 23:25:14
zeaZG2jTl,[衰],zeaMs1O8W,2013-01-12 23:25:08
zeaZgj141,[思考]北方地区污染严重，希望凡住在我北面的童靴们多多保重,zeaMs1O8W,2013-01-12 23:24:10
zeaZcbrg3,我以为中药呢,zeaMs1O8W,2013-01-12 23:24:00
zeaYuaEl5,我了个去[汗],zeaMs1O8W,2013-01-12 23:22:13
zeaYnFaor,[衰][衰][衰][衰],zeaUei20O,2013-01-12 23:21:59
zeaYjgShq,这水管和石油管 连上了？[吃惊][衰],zeaSyATm7,2013-01-12 23:21:47
zeaYiFek0,[吃惊],zeaPbDGaN,2013-01-12 23:21:46
zeaY0lUcg,真的假的啊？？？？,zeaRLv4b1,2013-01-12 23:21:00
zeaXQAARb,咖啡机啊？！,zeaRLv4b1,2013-01-12 23:20:38
zeaXiAQrL,天啊,zeaRLv4b1,2013-01-12 23:19:18
zeaWZ742R,太恐怖了吧。。,zeaMs1O8W,2013-01-12 23:18:32
zeaWEFLuO,看来带口罩也没用了，需要防毒面具了,zeaNik2Z8,2013-01-12 23:17:42
zeaWEnzoh,[吃惊],zeaRLv4b1,2013-01-12 23:17:43
zeaWCjtYF,我只知道魔都的数字也非常彪悍。苦逼的我今天还出门一天_(:3」∠)_,zeaMs1O8W,2013-01-12 23:17:38
zeaWAA5Kq,[吃惊][吃惊][吃惊],zeaRLv4b1,2013-01-12 23:17:34
zeaWvezUa,什么叫毒气爆表？,zeaRLv4b1,2013-01-12 23:17:21
zeaWsjGbh,真的？,zeaMs1O8W,2013-01-12 23:17:12
zeaWiw1fs,地球太危险了！建议回火星！！,zeaOw172S,2013-01-12 23:16:51
zeaWh3zDh,[吃惊],zeaRLv4b1,2013-01-12 23:16:48
zeaW6rlwy,[惊恐],zeaRLv4b1,2013-01-12 23:16:19
zeaVRmAJo,叫的是水费，放出来的是咖啡～,zeaRLv4b1,2013-01-12 23:15:45
zeaVRkgsd,[吃惊][吃惊][吃惊]我艹,zeaRLv4b1,2013-01-12 23:15:46
zeaVOpCiU,今天魔都的空气质量还差到一逼_(;3ノ∠)_,zeaRLv4b1,2013-01-12 23:15:37
zeaVL8Bzl,咖啡...,zeaRvADU2,2013-01-12 23:15:31
zeaVEBI2D,真的假的？！,zeaRLv4b1,2013-01-12 23:15:17
zeaVw3Lsf,今天除了雾大没别的,zeaUPuk8R,2013-01-12 23:14:52
zeaVlsPdm,[吐]这就TM一盆八宝山洗炉子水[吐],zeaRLv4b1,2013-01-12 23:14:30
zeaV1EAVE,！！！,zeaRLv4b1,2013-01-12 23:13:41
zeaUQFaus,酱油啊,zeaMs1O8W,2013-01-12 23:13:16
zeaUPuk8R,你点那人名字就看到她的原文了，人家根本不是这样写的，她家小区在修水管，那些话不知道是谁用心叵测给编的= =,zeaOLn5Lc,2013-01-12 23:13:14
zeaUNbRyR,[生病],zeaMs1O8W,2013-01-12 23:13:08
zeaUMfoB7,中药？,zeaMs1O8W,2013-01-12 23:13:03
zeaUyFiaq,砖家说了，北京的水质是全国最好的,zeaRLv4b1,2013-01-12 23:12:31
zeaUxurUZ,……,zeaRLv4b1,2013-01-12 23:12:31
zeaUm07po,这是咖啡好伐,zeaMs1O8W,2013-01-12 23:12:04
zeaUei20O,这才是世界末日么,zeaRLv4b1,2013-01-12 23:11:45
zeaTNqz9d,帝都不适合人类居住,zeaRLv4b1,2013-01-12 23:10:40
zeaTCcNnb,[吃惊]末日你还要来嘛,zeaRLv4b1,2013-01-12 23:10:13
zeaTqD57n,今天真的重度污染。。。我们都不敢出室外待着,zeaSAEZws,2013-01-12 23:09:47
zeaT9waxE,帝都真可怕！,zeaMs1O8W,2013-01-12 23:09:06
zeaT6fPbB,[衰],zeaMs1O8W,2013-01-12 23:08:58
zeaT2qWb7,出来散步吧,zeaRLv4b1,2013-01-12 23:08:48
zeaSIkM38,[吃惊][吃惊][吃惊],zeaRLv4b1,2013-01-12 23:08:01
zeaSGx6Vh,右边233333,zeaOo1aq9,2013-01-12 23:07:57
zeaSAEZws,矮油！！,zeaRLv4b1,2013-01-12 23:07:42
zeaSyATm7,矮油,zeaRLv4b1,2013-01-12 23:07:38
zeaSowydm,[汗] 向帝都人民发去慰问,zeaRLv4b1,2013-01-12 23:07:12
zeaSlhAZp,OMG！[吃惊] 四爷赶紧来魔都避难吧！[可怜],zeaNcsXbp,2013-01-12 23:07:06
zeaSilFaY,帝都如此可怕？[黑线],zeaMs1O8W,2013-01-12 23:06:59
zeaSi2DBx,咖啡么,zeaRLv4b1,2013-01-12 23:06:57
zeaSdAocO,………,zeaRLv4b1,2013-01-12 23:06:48
zeaSd2BgB,[吃惊][吃惊],zeaMs1O8W,2013-01-12 23:06:43
zeaScqXqG,[吃惊],zeaNV4q7r,2013-01-12 23:06:42
zeaS8iKCI,[吃惊],zeaMLfVAd,2013-01-12 23:06:35
zeaS8grXo,好吓人,zeaRLv4b1,2013-01-12 23:06:31
zeaRYdCEw,这个。。。莫非末日迟到了？地球快不行了？,zeaNzexwe,2013-01-12 23:06:09
zeaRQyjiC,[衰]都这样了，政府连吱都不吱一声[怒],zeaMs1O8W,2013-01-12 23:05:52
zeaRLv4b1,这地球不能待啦！！[xb压力],zeaMs1O8W,2013-01-12 23:05:40
zeaRKBPaI,瞎JB鼓动，说不定是物业通过自来水管道分发板蓝根汤呢,zeaMs1O8W,2013-01-12 23:05:39
zeaRJbscm,苍天。。。。这是。。。[吃惊][吃惊][吃惊],zeaOwk4Jk,2013-01-12 23:05:34
zeaRvADU2,我擦。。。机油啊。。你赚了,zeaMs1O8W,2013-01-12 23:05:02
zeaRbbNYT,中药嘛,zeaMs1O8W,2013-01-12 23:04:11
zeaQAwDpP,。。。,zeaMs1O8W,2013-01-12 23:02:48
zeaQxxBFN,= =就是。魔都跟帝都又什么时候一起了。,zeaMs1O8W,2013-01-12 23:02:37
zeaQ43m7a,我妈刚看了一眼，淡定地说：哟，咖啡不要买了，水龙头直接出咖啡！,zeaMs1O8W,2013-01-12 23:01:29
zeaQ2ysDd,[吃惊]不会吧 是不是附近刚换过水管,zeaNIkmFZ,2013-01-12 23:01:26
zeaPVsTQw,养生堂的中药,zeaMs1O8W,2013-01-12 23:01:08
zeaPB367E,[衰]假的吧？,zeaMs1O8W,2013-01-12 23:00:19
zeaPbDGaN,北京的自来水？这这这。。。,zeaMs1O8W,2013-01-12 22:59:17
zeaP0q0fQ,这是中药！,zeaOktiXx,2013-01-12 22:58:52
zeaOYFed8,[神马],zeaMs1O8W,2013-01-12 22:58:46
zeaOLn5Lc,求真相,zeaMs1O8W,2013-01-12 22:58:17
zeaOJyFKc,吓人,zeaMs1O8W,2013-01-12 22:58:13
zeaOJ2K2P,[衰],zeaMs1O8W,2013-01-12 22:58:10
zeaOAaG9p,不知道的还以为咖啡机…,zeaNIkmFZ,2013-01-12 22:57:49
zeaOwAk1n,还以为是中药[衰],zeaNcsXbp,2013-01-12 22:57:42
zeaOwAjZf,这地球不能呆啦[哼][泪],zeaMs1O8W,2013-01-12 22:57:42
zeaOwk4Jk,[吃惊],zeaMs1O8W,2013-01-12 22:57:41
zeaOw172S,越老越要补啊~,zeaMs1O8W,2013-01-12 22:57:40
zeaOvnFtJ,最近上海空气也好差，呼吸道很不舒服,zeaMs1O8W,2013-01-12 22:57:36
zeaOsbRPT,[汗][汗],zeaMs1O8W,2013-01-12 22:57:28
zeaOo1aq9,不错啊。。。一大早都凉茶喝。。,zeaMs1O8W,2013-01-12 22:57:21
zeaOktiXx,这么好。。。直接出可乐了啊！！！！,zeaMI2BcI,2013-01-12 22:57:11
zeaObiBQN,这是水管接在了排污厂么？？？？,zeaMs1O8W,2013-01-12 22:56:49
zeaO7ar5s,这是洗完...水箱的水么？,zeaMs1O8W,2013-01-12 22:56:38
zeaO61VXx,这，，，，，帝都变毒岛,zeaMs1O8W,2013-01-12 22:56:37
zeaO4d6LF,直接放巧克力出来了？,zeaMs1O8W,2013-01-12 22:56:34
zeaO2q1q9,真的？[生病],zeaMs1O8W,2013-01-12 22:56:27
zeaNV4q7r,[汗],zeaMs1O8W,2013-01-12 22:56:12
zeaNUch6V,领导知道空气污染所以水龙头直接放中药给大家补补 还不谢恩！,zeaMs1O8W,2013-01-12 22:56:11
zeaNIBXQV,[吃惊],zeaMs1O8W,2013-01-12 22:55:43
zeaNIkmFZ,[泪],zeaMs1O8W,2013-01-12 22:55:42
zeaNA7MKJ,这是自来水吗[吃惊],zeaMs1O8W,2013-01-12 22:55:22
zeaNzuNwO,Espresso!,zeaMs1O8W,2013-01-12 22:55:21
zeaNzexwe,[吃惊][衰],zeaMs1O8W,2013-01-12 22:55:20
zeaNxs2fK,戒煙戒酒戒自來水,zeaMs1O8W,2013-01-12 22:55:14
zeaNv2BAJ,[吃驚][吃驚][吃驚][吃驚],zeaMs1O8W,2013-01-12 22:55:11
zeaNrxkkI,[生病],zeaMs1O8W,2013-01-12 22:54:59
zeaNik2Z8,太可怕了。。。,zeaMs1O8W,2013-01-12 22:54:41
zeaNgB9YI,真是人神共震啊,zeaMs1O8W,2013-01-12 22:54:34
zeaNcsXbp,真的假的?果断回家啊亲！,zeaMs1O8W,2013-01-12 22:54:26
zeaNbgLbk,板蓝根..,zeaMs1O8W,2013-01-12 22:54:23
zeaMWtBlr,注意安全…,zeaMs1O8W,2013-01-12 22:53:45
zeaMViL70,…………………………orz...,zeaMs1O8W,2013-01-12 22:53:44
zeaMU6dhi,卧槽。。。。。。。,zeaMs1O8W,2013-01-12 22:53:40
zeaMNlF82,帝都……,zeaMs1O8W,2013-01-12 22:53:26
zeaMLfVAd,[巨汗]哈尼心啊,zeaMs1O8W,2013-01-12 22:53:20
zeaMI2Bdu,中药！,zeaMs1O8W,2013-01-12 22:53:11
zeaMI2BcI,[吃驚],zeaMs1O8W,2013-01-12 22:53:13
zeaMFjzhj,[衰],zeaMs1O8W,2013-01-12 22:53:05
zeaMF3UWm,[吃惊],zeaMs1O8W,2013-01-12 22:53:06
